index	sentence1	label
1001	hey they r not watching movie tonight so i'll prob b home early...	0
1002	nvm it's ok...	0
1003	4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt	1
1004	congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing	0
1005	please don't text me anymore. i have nothing else to say.	0
1006	yar lor actually we quite fast... cos da ge slow wat... haha...	0
1007	yeah, i'll leave in a couple minutes &amp; let you know when i get to mu	0
1008	lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not send a video in a mmsto 32323.	1
1009	so u workin overtime nigpun?	0
1010	have a good evening! ttyl	0
1011	dad went out oredi...	0
1012	wat would u like 4 ur birthday?	0
1013	go fool dont cheat others ok	0
1014	it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.	0
1015	from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost ??1.50 min mobcudb more	1
1016	never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:	0
1017	on ma way to school. can you pls send me ashley's number	0
1018	he says hi and to get your ass back to south tampa (preferably at a kegger)	0
1019	not a drop in the tank	0
1020	hi dis is yijue i would be happy to work wif ?_ all for gek1510...	0
1021	take care and sleep well.you need to learn to change in life.you only need to get convinced on that.i will wait but no more conversations between us.get convinced by that time.your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.	0
1022	going to join tomorrow.	0
1023	oops my phone died and i didn't even know. yeah i like it better.	0
1024	k, jason says he's gonna be around so i'll be up there around  &lt;#&gt;	0
1025	did you see that film:)	0
1026	ok try to do week end course in coimbatore.	0
1027	yun ah.the ubi one say if ?_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.??n	0
1028	that seems unnecessarily affectionate	0
1029	i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it.	0
1030	havent still waitin as usual... ?? come back sch oredi?	0
1031	lol ... i knew that .... i saw him in the dollar store	0
1032	are you staying in town ?	0
1033	why did i wake up on my own &gt;:(	0
1034	is ur paper today in e morn or aft?	0
1035	private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04	1
1036	ok lor... but buy wat?	0
1037	well obviously not because all the people in my cool college life went home ;_;	0
1038	wrong phone! this phone! i answer this one but assume the other is people i don't well	0
1039	no prob. i will send to your email.	0
1040	freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv	1
1041	naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) gud nyt	0
1042	u know we watchin at lido?	0
1043	why do you ask princess?	0
1044	solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.	0
1045	500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only ??1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction	1
1046	aight will do, thanks again for comin out	0
1047	gudnite....tc...practice going on	0
1048	sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630	0
1049	i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz	0
1050	hows the champ just leaving glasgow!	0
1051	u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565	1
1052	that's a shame! maybe cld meet for few hrs tomo?	0
1053	i am not having her number sir	0
1054	a ??400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a ??400 reward. just call 09066380611	1
1055	yalru lyfu astne chikku.. bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-d	0
1056	evening * v good if somewhat event laden. will fill you in, don't you worry ??_ head * ok but throat * wrecked. see you at six then!	0
1057	which is weird because i know i had it at one point	0
1058	oh yeah clearly it's my fault	0
1059	lol well don't do it without me. we could have a big sale together.	0
1060	i keep ten rs in my shelf:) buy two egg.	0
1061	* free* polyphonic ringtone text super to 87131 to get your free poly tone of the week now! 16 sn pobox202 nr31 7zs subscription 450pw	1
1062	can you please send me my aunty's number	0
1063	\life is nothing wen v get everything\". but \"life is everything wen v miss something \". real value of people wil be realized only in their absence.... gud mrng"	0
1064	today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?	0
1065	glad to see your reply.	0
1066	but i'll b going 2 sch on mon. my sis need 2 take smth.	0
1067	no, i *didn't* mean to post it. i wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it was what i was feeling at the time. i was angry. before i left, i hit send, then stop. it wasn't there. i checked on my phone when i got to my car. it wasn't there. you said you didn't sleep, you were bored. so why wouldn't that be the time to clean, fold laundry, etc.? at least make the bed?	0
1068	i am at the gas station. go there.	0
1069	urgent! your mobile number has been awarded with a ??2000 prize guaranteed. call 09058094454 from land line. claim 3030. valid 12hrs only	1
1070	hey you told your name to gautham ah?	0
1071	\pete can you please ring meive hardly gotany credit\""	0
1072	u sick still can go shopping?	0
1073	no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info	1
1074	ok...	0
1075	good. do you think you could send me some pix? i would love to see your top and bottom...	0
1076	ya had just now.onion roast.	0
1077	how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.	0
1078	yes watching footie but worried we're going to blow it - phil neville?	0
1079	package all your programs well	0
1080	for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.	0
1081	i'll pick you up at about 5.15pm to go to taunton if you still want to come.	0
1082	g says you never answer your texts, confirm/deny	0
1083	did u get that message	0
1084	then why no one talking to me	0
1085	or maybe my fat fingers just press all these buttons and it doesn't know what to do.	0
1086	tell me again what your address is	0
1087	well done and ! luv ya all	0
1088	you should change your fb to jaykwon thuglyfe falconerf	0
1089	goodmorning, today i am late for 2hrs. because of back pain.	0
1090	does uncle timi help in clearing cars	0
1091	i'm so in love with you. i'm excited each day i spend with you. you make me so happy.	0
1092	now u sound like manky scouse boy steve,like! i is travelling on da bus home.wot has u inmind 4 recreation dis eve?	0
1093	aiyar hard 2 type. u later free then tell me then i call n scold n tell u.	0
1094	bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!	1
1095	kay... since we are out already	0
1096	i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.	0
1097	had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records	1
1098	85233 free>ringtone!reply real	1
1099	really... i tot ur paper ended long ago... but wat u copied jus now got use? u happy lar... i still haf 2 study :-(	0
1100	its ok, if anybody asks abt me, u tel them..:-p	0
1101	cmon babe, make me horny, *turn* me on! txt me your fantasy now babe -) im hot, sticky and need you now. all replies cost ??1.50. 2 cancel send stop	1
1102	aiyo a bit pai seh ?_ noe... scared he dun rem who i am then die... hee... but he become better lookin oredi leh...	0
1103	urgent! your mobile number *************** won a ??2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm	1
1104	urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !	1
1105	yup i'm elaborating on the safety aspects and some other issues..	0
1106	xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free roses 2 all ladies !!! info: 07946746291/07880867867	1
1107	living is very simple.. loving is also simple.. laughing is too simple.. winning is tooo simple.. but, being 'simple' is very difficult...;-) :-)	0
1108	ok no prob	0
1109	ay wana meet on sat??_ wkg on sat?	0
1110	you have an important customer service announcement. call freephone 0800 542 0825 now!	1
